dimension_1	dimension_2	labels
-1.759	4.254	3
-1.564	4.923	3
-0.653	3.584	3
0.841	4.104	3
-0.564	3.256	3
0.211	5.359	3
-1.114	3.580	3
-0.055	5.468	3
-0.778	5.057	3
-0.368	4.859	3
-1.813	5.939	3
-0.505	4.362	3
-0.399	4.500	3
0.221	5.289	3
1.517	4.074	3
-0.793	6.360	3
-0.589	3.844	3
-0.816	5.142	3
-1.849	6.749	3
0.288	4.126	3
0.806	6.131	3
-2.273	4.232	3
-0.008	3.773	3
0.295	4.885	3
-1.347	1.939	3
0.235	3.460	3
0.023	3.920	3
-0.493	4.427	3
-1.627	5.481	3
-1.322	5.812	3
0.412	3.675	3
1.102	4.565	3
-0.928	4.379	3
-3.255	4.473	3
-0.577	2.937	3
0.459	4.600	3
-1.111	3.026	3
1.160	4.145	3
1.279	4.798	3
-1.093	2.981	3
-1.649	4.163	3
0.049	4.776	3
-0.451	4.606	3
-1.001	3.453	3
-0.599	4.889	3
0.107	3.543	3
0.126	6.481	3
-0.870	5.203	3
-0.047	4.675	3
-1.712	3.681	3
-0.992	4.710	3
-0.969	4.684	3
0.508	3.709	3
0.247	3.666	3
-0.213	3.513	3
-0.647	3.438	3
-0.013	4.524	3
-0.146	3.780	3
-1.733	4.466	3
-0.596	4.255	3
0.031	3.626	3
-0.419	4.545	3
0.086	4.321	3
-0.312	5.327	3
-0.555	3.427	3
-0.538	4.796	3
-1.589	4.528	3
-1.071	3.818	3
-1.639	4.292	3
-0.329	5.144	3
0.195	2.737	3
-0.582	4.998	3
-0.165	3.470	3
0.043	5.176	3
14.694	7.177	4
15.310	6.113	4
15.526	7.573	4
15.076	7.809	4
14.248	9.062	4
14.722	8.998	4
14.556	9.358	4
15.526	7.940	4
13.467	7.265	4
14.853	7.110	4
14.040	7.927	4
14.455	8.340	4
13.379	9.300	4
12.476	8.675	4
15.209	8.310	4
14.265	8.095	4
14.137	7.110	4
13.885	7.250	4
15.150	7.182	4
13.448	8.643	4
14.770	8.442	4
15.199	8.847	4
15.817	6.300	4
14.760	7.915	4
15.032	7.111	4
13.949	7.643	4
14.349	8.029	4
13.956	7.461	4
14.172	8.132	4
14.394	9.123	4
16.867	7.756	4
14.421	7.973	4
13.930	8.715	4
15.047	8.291	4
14.053	8.150	4
15.291	7.373	4
15.586	7.403	4
14.641	8.744	4
15.039	7.175	4
14.001	7.416	4
13.970	10.236	4
15.763	8.940	4
15.343	6.555	4
14.595	11.488	4
14.826	7.377	4
14.789	5.718	4
13.505	7.798	4
15.012	8.205	4
12.751	8.191	4
14.166	8.313	4
14.479	9.410	4
12.582	8.013	4
13.874	6.982	4
15.786	7.172	4
13.329	9.467	4
14.145	7.891	4
12.560	6.996	4
14.356	8.121	4
13.637	8.315	4
14.433	8.734	4
14.415	8.934	4
14.429	10.116	4
14.091	8.601	4
13.600	8.813	4
14.124	7.195	4
13.359	9.361	4
14.240	7.194	4
14.053	8.097	4
13.957	7.823	4
14.170	8.230	4
14.762	8.282	4
14.659	8.337	4
14.628	8.045	4
15.681	7.478	4
13.988	8.433	4
12.642	8.802	4
12.721	6.746	4
14.780	6.785	4
15.561	7.195	4
13.945	7.157	4
16.183	8.400	4
16.195	6.609	4
14.757	9.594	4
14.869	8.012	4
15.960	8.437	4
13.710	8.247	4
13.837	8.578	4
13.836	9.265	4
15.483	8.203	4
15.846	7.852	4
14.769	9.020	4
11.822	9.862	4
15.628	8.717	4
14.981	7.843	4
15.064	7.528	4
14.750	8.336	4
16.431	8.094	4
14.858	9.134	4
13.903	7.319	4
13.377	7.092	4
